"Entity","Contact date","Contact end date","Contact type(s)","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Portland State University","04/11/2025","","Personal Meeting","Business and Economic Development","Briefing on PSU Performing Arts and Culture Center project.","Elana Pirtle-Guiney; Emily Hebbron; Natalie Sept","Amy Ruiz; Eric Noll; Jason Franklin; Kimberly Koops; Sarah Schwarz",
"Portland State University","04/16/2025","","Telephone","Education","International student visas","Natalie Sept","Eric Noll",
"Portland State University","04/17/2025","04/18/2025","Telephone; Text Message","Business and Economic Development","State bond funding for the PSU Performing Arts and Culture Center.","Natalie Sept; Sam Chase","Eric Noll",
"Portland State University","04/18/2025","","Personal Meeting","Education","Potential impacts of federal policy changes on PSU.","Kezia Wanner","Eric Noll",
"Portland State University","04/21/2025","","Text Message","Business and Economic Development","PSU Performing Arts and Culture Center, and Tax Increment Financing","Raihana Ansary ","Amy Ruiz",
"Portland State University","04/22/2025","04/25/2025","Email; Personal Meeting; Telephone; Text Message","Education","Sharing information about PSU student conduct policies and campus free speech","Aisling Coghlan; Lisa Freeman; Megan Beyer; Mitch Green; Natalie Sept; Ryan Nielsen","Eric Noll",
"Portland State University","05/02/2025","","Telephone","Education","Discuss potential waterfront festivals study proposed in House Bill 2291 (2025).","Sam Chase","Tyler Frisbee",
"Portland State University","05/15/2025","","Telephone","Business and Economic Development","Discuss Keller Auditorium budget note","Megan Beyer","Eric Noll",
"Portland State University","06/04/2025","","Goodwill Building (non-lobbying)","Education","Introduction to the Institute for Portland Metropolitan Studies at PSU.","Nils Tillstrom; Sam Chase","Tyler Frisbee",
"Portland State University","06/12/2025","06/26/2025","Telephone","Business and Economic Development","Discuss potential waterfront festivals study proposed in House Bill 2291 (2025).","Sam Chase; Sonia Schmanski","Tyler Frisbee",
"Portland: Neighbors Welcome","04/01/2025","","Personal Meeting","Housing and Community Development","Introductory meeting about Portland: Neighbors Welcome, Council priorities, and P:NW Inner Eastside for All campaign","Olivia Clark","Luke Norman; Rob Hemphill",
"Portland: Neighbors Welcome","04/08/2025","","Personal Meeting","Housing and Community Development","Introductory meeting on Portland: Neighbors Welcome, Council priorities, and Inner Eastside for All campaign","Elana Pirtle-Guiney","Beth Deitchman; Debbie Kitchin",
"Portland: Neighbors Welcome","04/09/2025","04/16/2025","Email; Meeting Preparation; Personal Meeting","Housing and Community Development","Introductory meeting on Portland: Neighbors Welcome, Council priorities, and Inner Eastside for All campaign","Loretta Smith; Malynda Valentine","Dave Peticolas",
"Portland: Neighbors Welcome","04/10/2025","05/29/2025","Email; Personal Meeting","Housing and Community Development","Introductory meeting on Portland: Neighbors Welcome, Council priorities, Inner Eastside for All campaign","Eric Zimmerman","Luke Norman; Saurav Palla",
"Portland: Neighbors Welcome","04/15/2025","05/15/2025","Email; Personal Meeting","Housing and Community Development","Introductory meeting to discuss Portland: Neighbors Welcome, Council housing priorities, Inner Eastside for All campaign","Angelita Morillo","Andrea Haverkamp; Zachary Lesher",
"Portland: Neighbors Welcome","04/18/2025","06/03/2025","Email; Personal Meeting","Housing and Community Development","Discussion of One Housing strategy","Candace Avalos; Jamey Evenstar; Sofia Diffee","Ian Meisner; Indi Namkoong",
"Portland: Neighbors Welcome","05/22/2025","","Email","Housing and Community Development","Email discussing public constituent coffee hour","Mitch Green","Rob Hemphill; Will Hollingsworth",
"Pro-Animal Oregon","04/01/2025","06/30/2025","Communication Preparation; Direct Mail; Email; Indirect Lobbying; Meeting Preparation; Personal Meeting","Other: Animal Welfare","Foie Gras Ban","Amani Kelekele; Angelita Morillo; Dan Ryan; Eva Stanganelli; Jamie Dunphy; Jennifer Stewart; Madeline West; Maria Sipin; Mitch Green; Tiffany Koyama Lane","Eva Hamer; Sam Schillinger",
"RealPage","04/01/2025","","Personal Meeting","Housing and Community Development","Proposed Ordinance 2025-045","Megan Beyer","Joseph Gardner; Lynda Gardner",
"RealPage","04/01/2025","","Personal Meeting","Housing and Community Development","Proposed Ordinance 2025-045","Steve Novick","Joseph Gardner; Lynda Gardner",
"RealPage","04/01/2025","","Personal Meeting","Housing and Community Development","Proposed Ordinance 2025-045","Alexander Browne","Joseph Gardner; Lynda Gardner",
"RealPage","04/02/2025","","Email","Housing and Community Development","Post-Meeting Informational Follow-Up","Steve Novick","Joseph Gardner",
"Uber Technologies Inc.","05/29/2025","","Virtual Meeting","Business and Economic Development","Portland per ride Trip fee","Eric Zimmerman","Zahid Arab",
"Vigor LLC","06/09/2025","06/26/2025","Communication Preparation; Email; Goodwill Building (non-lobbying); Meeting Preparation; Telephone; Virtual Meeting","Planning","FEMA BiOp ordinance","Angelita Morillo; Dan Ryan; Elana Pirtle-Guiney; Emily Hebbron; Eric Zimmerman; Kezia Wanner; Megan Beyer; Natalie Sept; Olivia Clark; Raihana Ansary ; Steve Novick; Will Mespelt","Benton J Strong",
"Waste Management","04/03/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Amani Kelekele","David Huber",
"Waste Management","04/08/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Olivia Clark","Daniel Bates; David Huber",
"Waste Management","04/09/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Mitch Green","Daniel Bates; David Huber",
"Waste Management","04/17/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Dan Ryan","Daniel Bates; David Huber",
"Waste Management","04/17/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Elana Pirtle-Guiney","Daniel Bates; David Huber",
"Waste Management","04/17/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Sameer Kanal","Daniel Bates; David Huber",
"Waste Management","04/17/2025","","Personal Meeting","Sustainable Development: solid waste management","Waste Management Operations","Raihana Ansary ","Daniel Bates; David Huber",
"Working Waterfront Coalition","04/01/2025","","Personal Meeting","Labor","North Reach on the Willamette Industrial Businesses","Loretta Smith","Tanya Hartnett",
"Working Waterfront Coalition","04/10/2025","","Personal Meeting","Labor","North Reach on the Willamette Industrial Businesses","Eric Zimmerman","Tanya Hartnett",
"Working Waterfront Coalition","05/30/2025","06/30/2025","Committee Meeting; Communication Preparation","Environment: natural","FEMA BiOp","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney; Eric Zimmerman; Kezia Wanner; Olivia Clark; Sameer Kanal; Steve Novick; Will Mespelt","Tanya Hartnett",
"Working Waterfront Coalition","06/03/2025","06/25/2025","Communication Preparation; Email; Goodwill Building (non-lobbying); Meeting Preparation; Personal Meeting","Labor","North Reach of the WIllamette","Dan Ryan; Elana Pirtle-Guiney; Emily Hebbron; Eric Zimmerman; Kezia Wanner; Megan Beyer; Olivia Clark; Ryan Nielsen; Spencer Knowles; Steve Novick","Tanya Hartnett",
"Working Waterfront Coalition","06/05/2025","","Telephone","Environment: natural","North Reach of the Willamette floodplain FEMA BiOp","Sameer Kanal","Tanya Hartnett",
"Zenith Energy Terminals Holdings LLC","04/01/2025","","Personal Meeting","Business and Economic Development","Introduction to WWC","Elijah Crawford","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/03/2025","","Personal Meeting","Business and Economic Development","WWC Harbor Tour","Dan Ryan; Elana Pirtle-Guiney; Kezia Wanner; Natalie Sept","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/09/2025","","Personal Meeting","Business and Economic Development","WWC meeting regarding FEMA BiOp","Steve Novick","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/10/2025","","Virtual Meeting","Business and Economic Development","Introduction to WWC","Eric Zimmerman","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/23/2025","","Virtual Meeting","Business and Economic Development","WWC meeting regarding FEMA BiOp","Angelita Morillo","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/24/2025","","Personal Meeting","Business and Economic Development","WWC Harbor Tour","Eric Zimmerman; Megan Beyer; Olivia Clark; Spencer Knowles; Steve Novick","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/26/2025","","Personal Meeting","Business and Economic Development","WWC meting regarding FEMA BiOp","Elana Pirtle-Guiney; Emily Hebbron","Christopher West",
"Zenith Energy Terminals Holdings LLC","06/30/2025","","Virtual Meeting","Business and Economic Development","WWC meeting regarding FEMA BiOp","Olivia Clark","Christopher West",
